1;29;9,8;12/07/2021
2;29;9,8;21/08/2021
3;26;8,78;09/08/2021
4;29;9,8;16/08/2021
5;28;9,46;19/07/2021
6;31;10,47;23/08/2021
7;29;9,8;14/08/2021
8;28;9,46;25/08/2021
9;39;13,18;30/08/2021
10;28;9,46;13/08/2021
